X1,X2,X3,X4,X5,X6,X7,class
0.920762685826048,0.188332286197692,0.858898061094806,0.26172703364864,0.00211016973480582,0.910157452803105,0.199540129397064,1
0.9726031802129,0.332995462231338,0.160547792678699,0.338327497011051,0.431047111283988,0.859611756866798,0.530260157072917,1
0.438381592277437,0.331929789157584,0.25193525175564,0.956911119865254,0.426904625957832,0.503265196457505,0.74012889387086,1
0.27000941731967,0.140566861955449,0.18053896445781,0.672228680923581,0.0913500778842717,0.180903868051246,0.377530383877456,0
0.550905122421682,0.397549023618922,0.0188121031969786,0.249225831590593,0.117725794902071,0.392214556923136,0.264470129972324,0
0.441324858693406,0.764084900030866,0.719854585593566,0.0945639291312546,0.178630486363545,0.0654471057932824,0.272798059973866,0
0.415731199318543,0.48585698986426,0.925359709654003,0.932318531675264,0.540148673579097,0.0907658538781106,0.711434805998579,1
0.958584842272103,0.370975100202486,0.0151295957621187,0.828891310608014,0.607935747830197,0.577648263191804,0.820635310839862,1
0.257970927050337,0.712653736118227,0.48069029697217,0.690696705132723,0.772069227416068,0.902385278139263,0.270933811087161,1
0.619664109544829,0.088151122443378,0.781609169440344,0.127195769222453,0.622971057659015,0.112714397488162,0.245401608990505,0
0.988509297836572,0.459529814776033,0.344487143214792,0.348928935360163,0.163151563378051,0.204046824015677,0.0306616220623255,0
0.735442054923624,0.67362747923471,0.154605060117319,0.256555912317708,0.523373903473839,0.132781761698425,0.730053582461551,0
0.478540409356356,0.826931717805564,0.107359264511615,0.663858516374603,0.484728543786332,0.540331788593903,0.260492219589651,1
0.46382847125642,0.671191249508411,0.782036441145465,0.762650463962927,0.50936058210209,0.721614006441087,0.380625841207802,1
0.528278077021241,0.590937992557883,0.929860605625436,0.658525167265907,0.532962888246402,0.529290451202542,0.877943760482594,1
0.452999340603128,0.0850897636264563,0.73173419223167,0.97582638845779,0.381750602275133,0.557243729010224,0.358517591608688,1
0.0274490138981491,0.0155781011562794,0.203967018751428,0.661346722161397,0.116104880580679,0.971569425193593,0.611078579211608,1
0.531672313576564,0.603230530163273,0.0399842103943229,0.174504111055285,0.2053826241754,0.49303546291776,0.92910863016732,1
0.0134464493021369,0.150707897497341,0.551480795489624,0.313260299153626,0.0421420093625784,0.345473791006953,0.3213550534565,0
0.0350972320884466,0.457224315963686,0.146775087574497,0.677198914811015,0.134271825430915,0.161126879742369,0.729327719192952,0
0.444788352586329,0.805807520635426,0.77357813064009,0.283962718211114,0.352573910960928,0.960560950217769,0.770943657960743,1
0.438930928474292,0.566079940181226,0.373842867556959,0.875844560097903,0.0953151509165764,0.286633577663451,0.4347148318775,0
0.0870190584100783,0.075510726775974,0.811998292570934,0.721975137712434,0.851928563322872,0.0025872802361846,0.518254502210766,0
0.827561935642734,0.73025580891408,0.589956394629553,0.486055673565716,0.31489395070821,0.68679866543971,0.143436587648466,1
0.199816236505285,0.553227866999805,0.126497449586168,0.455987306311727,0.157649674220011,0.0981341134756804,0.109029030194506,0
0.446991512319073,0.985289670992643,0.92223114403896,0.295741185545921,0.314657122828066,0.830281275790185,0.251966296695173,1
0.988443918991834,0.936963473213837,0.928870393661782,0.808013594709337,0.290173517307267,0.125947901280597,0.293689168989658,0
