X1,X2,X3,X4,X5,X6,X7,class
0.867877973476425,0.250879870261997,0.194230885012075,0.574192463187501,0.440699122846127,0.812347756000236,0.208237442653626,0
0.543759045889601,0.294583589071408,0.980258395429701,0.952554117422551,0.378883571363986,0.191367875086144,0.0151006982196122,0
0.678454450564459,0.662803689250723,0.862138818949461,0.25939205265604,0.216661613434553,0.687942784046754,0.668704696698114,1
0.172650113236159,0.947579635772854,0.0338000932242721,0.0284700384363532,0.802180460188538,0.792398263933137,0.692643887130544,1
0.692398381885141,0.602236897218972,0.115898978663608,0.842916551278904,0.512430659495294,0.572063666535541,0.178157206624746,0
0.559685709187761,0.164754412369803,0.269030461087823,0.289498634170741,0.549902575323358,0.203874516300857,0.563707939581946,1
0.971285394625738,0.499327856115997,0.905293547548354,0.413947140332311,0.205079554812983,0.472374809905887,0.141462349332869,1
0.521173578454182,0.533920635934919,0.423272797605023,0.907649459550157,0.595713667571545,0.330934877740219,0.289174646837637,0
0.486055673565716,0.73025580891408,0.143436587648466,0.827561935642734,0.589956394629553,0.31489395070821,0.68679866543971,1
0.366268068086356,0.104255071375519,0.752655230462551,0.587949902517721,0.897829085588455,0.985316258156672,0.767757193185389,1
0.650323291774839,0.696720823878422,0.639469825197011,0.263577344594523,0.90157619654201,0.197876819176599,0.261605151230469,1
0.876216237898916,0.574971046298742,0.769887712784111,0.65807966561988,0.854901352198794,0.251191485440359,0.769426584709436,1
0.487400371814147,0.205663136206567,0.260124560911208,0.632593842688948,0.36233237828128,0.217005230952054,0.793385952012613,1
0.304921607719734,0.0277558218222111,0.557713209185749,0.547701613977551,0.473841659491882,0.608229503734037,0.0845331076998264,0
0.575165763031691,0.49227158469148,0.999194678850472,0.60393468150869,0.0755255653057247,0.746659066993743,0.547300927806646,1
0.600968129234388,0.676416338188574,0.633887702133507,0.749836827395484,0.852150121005252,0.988970852689818,0.758678108453751,1
0.811378203565255,0.409256897401065,0.146795924985781,0.782043836545199,0.506554715102538,0.940030203200877,0.537109044613317,1
0.397254675393924,0.409570009913296,0.0308967877645046,0.272540557663888,0.0990998330526054,0.560328715713695,0.126254325965419,0
0.634799234569073,0.867035603150725,0.786069729132578,0.642650014953688,0.474112298572436,0.562943084165454,0.47083354764618,1
0.249225831590593,0.397549023618922,0.264470129972324,0.550905122421682,0.0188121031969786,0.117725794902071,0.392214556923136,0
0.851871267426759,0.782110505271703,0.487648943671957,0.0494794826954603,0.753206676337868,0.375456908717752,0.325013779336587,0
0.96086131921038,0.747429141309112,0.720374052412808,0.259546157903969,0.859177091624588,0.965884871315211,0.577537083765492,1
0.514878330985084,0.195008994778618,0.940649811178446,0.85153469350189,0.554472693940625,0.759059208910912,0.675995662575588,1
0.638143410207704,0.0925093807745725,0.138477680506185,0.879898796789348,0.01863082498312,0.258031280944124,0.947684550657868,1
